n_str,repetition,m4,e4,n4,h4,epsilon4,epsilon4_h0,epsilon4_h1,epsilon4_h2,alpha_minus_epsilon4,N4_star,mondrian_rank,approx_rank,certified_rank,mondrian_finite,approx_finite,certified_finite,mondrian_coverage,approx_coverage,certified_coverage
50000,75,1485,0.04223677593356251,12,2,0.0941830684640029,0.0,0.0886566758437364,0.0941830684640029,0.005816931535997105,93,12,85,,1,1,0,0.9357484620642516,0.9227614490772386,1.0
500,76,19,0.3734024697064055,10,0,0.0,0.0,0.7157009183180632,0.8144951754302991,0.1,10,10,10,10,1,1,1,0.9846050870147256,0.9846050870147256,0.9846050870147256
1000,76,28,0.30759195392098476,10,0,0.0,0.0,0.5409661265062372,0.5510302497461691,0.1,10,10,10,10,1,1,1,0.9846050870147256,0.9846050870147256,0.9846050870147256
2000,76,57,0.21558401640106428,10,0,0.0,0.0,0.419863113507749,0.4694806253323187,0.1,10,10,10,10,1,1,1,0.9846050870147256,0.9846050870147256,0.9846050870147256
5000,76,147,0.13424413447640776,10,0,0.0,0.0,0.26131266616234905,0.2661566963722312,0.1,10,10,10,10,1,1,1,0.9846050870147256,0.9846050870147256,0.9846050870147256
10000,76,298,0.09428570538090363,10,0,0.0,0.0,0.18217770820578288,0.18217770820578288,0.1,10,10,10,10,1,1,1,0.9846050870147256,0.9846050870147256,0.9846050870147256
20000,76,622,0.06526176186354297,10,0,0.0,0.0,0.13794946269804947,0.15627175412834984,0.1,10,10,10,10,1,1,1,0.9846050870147256,0.9846050870147256,0.9846050870147256
50000,76,1467,0.04249510724692616,10,2,0.0903306435422518,0.0,0.08598701316200776,0.0903306435422518,0.009669356457748204,93,10,85,,1,1,0,0.9846050870147256,0.9384203480589023,1.0
500,77,17,0.39475671460027256,10,0,0.0,0.0,0.7034014306133218,0.822693833426256,0.1,10,10,10,10,1,1,1,0.9706378670266622,0.9706378670266622,0.9706378670266622
1000,77,30,0.2971620592243688,10,0,0.0,0.0,0.533032626377586,0.5339058431895665,0.1,10,10,10,10,1,1,1,0.9706378670266622,0.9706378670266622,0.9706378670266622
2000,77,70,0.19453823286637434,10,0,0.0,0.0,0.35816346484008565,0.3812271674070688,0.1,10,10,10,10,1,1,1,0.9706378670266622,0.9706378670266622,0.9706378670266622
5000,77,137,0.13905727127853038,10,0,0.0,0.0,0.27365204029823686,0.2871000448008152,0.1,10,10,10,10,1,1,1,0.9706378670266622,0.9706378670266622,0.9706378670266622
10000,77,284,0.09658169356899368,10,0,0.0,0.0,0.18871299506297085,0.18871299506297085,0.1,10,10,10,10,1,1,1,0.9706378670266622,0.9706378670266622,0.9706378670266622
20000,77,574,0.06793569775967645,10,0,0.0,0.0,0.15407302370210177,0.15974456122197953,0.1,10,10,10,10,1,1,1,0.9706378670266622,0.9706378670266622,0.9706378670266622
50000,77,1493,0.04212346445929627,10,2,0.08864154527484541,0.0,0.08864154527484541,0.08864154527484541,0.011358454725154593,93,10,85,93,1,1,1,0.9706378670266622,0.8768140398245022,0.9706378670266622
500,78,8,0.5754518532503412,7,0,0.0,0.0,1.0,1.0,0.1,7,,,,0,0,0,1.0,1.0,1.0
1000,78,34,0.2791351498127753,7,0,0.0,0.0,0.4875308353202956,0.5053998651759259,0.1,7,,,,0,0,0,1.0,1.0,1.0
2000,78,44,0.24537349468227274,7,0,0.0,0.0,0.5356120867228982,0.5382495858561968,0.1,7,,,,0,0,0,1.0,1.0,1.0
5000,78,152,0.13201770922060185,7,0,0.0,0.0,0.24938424951310703,0.26754247905350703,0.1,7,,,,0,0,0,1.0,1.0,1.0
10000,78,283,0.09675218212811172,7,0,0.0,0.0,0.20706249191847664,0.20706249191847664,0.1,7,,,,0,0,0,1.0,1.0,1.0
20000,78,586,0.06723651244874064,7,0,0.0,0.0,0.11763063518196365,0.12886272635513463,0.1,7,,,,0,0,0,1.0,1.0,1.0
50000,78,1469,0.04246616947901671,7,1,0.0712162604143474,0.0,0.0712162604143474,0.08475108484345473,0.028783739585652612,49,,45,49,0,1,1,1.0,0.9766744418527158,0.9920026657780739
500,79,13,0.4514215736702495,6,0,0.0,0.0,0.8591866623965708,0.8843875815718918,0.1,6,,,,0,0,0,1.0,1.0,1.0
1000,79,33,0.28333290641361875,6,0,0.0,0.0,0.5363969080734797,0.5363969080734797,0.1,6,,,,0,0,0,1.0,1.0,1.0
2000,79,64,0.20345295383984116,6,0,0.0,0.0,0.3980296245055429,0.3980296245055429,0.1,6,,,,0,0,0,1.0,1.0,1.0
5000,79,148,0.13378983830221394,6,0,0.0,0.0,0.2272741887309725,0.2635622485493841,0.1,6,,,,0,0,0,1.0,1.0,1.0
10000,79,277,0.09779442601248794,6,0,0.0,0.0,0.18727980419537144,0.18727980419537144,0.1,6,,,,0,0,0,1.0,1.0,1.0
20000,79,583,0.06740928321523526,6,0,0.0,0.0,0.14323505360032507,0.14323505360032507,0.1,6,,,,0,0,0,1.0,1.0,1.0
50000,79,1520,0.04174766526149143,6,1,0.09101900517821154,0.0,0.09101900517821154,0.10397143302858752,0.008980994821788463,42,,39,,0,1,0,1.0,0.8461280590010057,1.0
500,80,8,0.5754518532503412,4,0,0.0,0.0,0.9878314122058549,0.9878314122058549,0.1,4,,,,0,0,0,1.0,1.0,1.0
1000,80,29,0.3022421205312754,4,0,0.0,0.0,0.5754561071529758,0.6087252330266042,0.1,4,,,,0,0,0,1.0,1.0,1.0
2000,80,52,0.22571078683512474,4,0,0.0,0.0,0.408473660827834,0.4343072753951537,0.1,4,,,,0,0,0,1.0,1.0,1.0
5000,80,153,0.1315855715334242,4,0,0.0,0.0,0.24895152393975858,0.2512564477555839,0.1,4,,,,0,0,0,1.0,1.0,1.0
10000,80,298,0.09428570538090363,4,0,0.0,0.0,0.17394858933122642,0.1788778316810326,0.1,4,,,,0,0,0,1.0,1.0,1.0
20000,80,553,0.069213597155739,4,0,0.0,0.0,0.14672842249970136,0.15323145935922675,0.1,4,,,,0,0,0,1.0,1.0,1.0
50000,80,1518,0.041775157964676346,4,1,0.09373732674726247,0.0,0.09373732674726247,0.10131516872650012,0.006262673252737536,54,,50,,0,1,0,1.0,0.7707563025210084,1.0
500,81,18,0.38363456883356084,9,0,0.0,0.0,0.8366709756180156,0.8856007370055812,0.1,9,9,9,9,1,1,1,0.9525718102872411,0.9525718102872411,0.9525718102872411
1000,81,25,0.32552472614374584,9,0,0.0,0.0,0.6828765905923988,0.6828765905923988,0.1,9,9,9,9,1,1,1,0.9525718102872411,0.9525718102872411,0.9525718102872411
2000,81,75,0.18794178826697086,9,0,0.0,0.0,0.36481520812365176,0.3871673694075725,0.1,9,9,9,9,1,1,1,0.9525718102872411,0.9525718102872411,0.9525718102872411
5000,81,122,0.14735811968355284,9,0,0.0,0.0,0.27741131705301847,0.31507905513145634,0.1,9,9,9,9,1,1,1,0.9525718102872411,0.9525718102872411,0.9525718102872411
10000,81,304,0.09335061742660138,9,0,0.0,0.0,0.18005934268363877,0.18005934268363877,0.1,9,9,9,9,1,1,1,0.9525718102872411,0.9525718102872411,0.9525718102872411
20000,81,579,0.06764172970922092,9,0,0.0,0.0,0.14798316924162902,0.14798316924162902,0.1,9,9,9,9,1,1,1,0.9525718102872411,0.9525718102872411,0.9525718102872411
50000,81,1505,0.04195519428815487,9,1,0.07476087227539849,0.0,0.07476087227539849,0.08666286446506839,0.025239127724601518,51,9,47,51,1,1,1,0.9525718102872411,0.9458917835671342,0.9649298597194389
500,82,10,0.5146997846583985,10,0,0.0,0.0,1.0,1.0,0.1,10,10,10,10,1,1,1,0.7771739130434783,0.7771739130434783,0.7771739130434783
1000,82,37,0.2675796766044279,10,0,0.0,0.0,0.5783457229301718,0.5783457229301718,0.1,10,10,10,10,1,1,1,0.7771739130434783,0.7771739130434783,0.7771739130434783
2000,82,57,0.21558401640106428,10,0,0.0,0.0,0.3781043597746736,0.3781043597746736,0.1,10,10,10,10,1,1,1,0.7771739130434783,0.7771739130434783,0.7771739130434783
5000,82,150,0.13289491295190142,10,0,0.0,0.0,0.25609322592727707,0.25609322592727707,0.1,10,10,10,10,1,1,1,0.7771739130434783,0.7771739130434783,0.7771739130434783
10000,82,326,0.09014573550465325,10,0,0.0,0.0,0.17958004056259813,0.1970439487007533,0.1,10,10,10,10,1,1,1,0.7771739130434783,0.7771739130434783,0.7771739130434783
20000,82,613,0.06573909927407796,10,0,0.0,0.0,0.13131324865919997,0.13131324865919997,0.1,10,10,10,10,1,1,1,0.7771739130434783,0.7771739130434783,0.7771739130434783
50000,82,1510,0.04188567444870058,10,1,0.08148779653073683,0.0,0.08148779653073683,0.09197500263077567,0.018512203469263175,47,10,44,,1,1,0,0.7771739130434783,0.9402173913043478,1.0
500,83,10,0.5146997846583985,8,0,0.0,0.0,1.0,1.0,0.1,8,,,,0,0,0,1.0,1.0,1.0
1000,83,28,0.30759195392098476,8,0,0.0,0.0,0.5809488883927584,0.5809488883927584,0.1,8,,,,0,0,0,1.0,1.0,1.0
2000,83,70,0.19453823286637434,8,0,0.0,0.0,0.4688975510889915,0.4688975510889915,0.1,8,,,,0,0,0,1.0,1.0,1.0
5000,83,152,0.13201770922060185,8,0,0.0,0.0,0.25816421758162816,0.26669870179822175,0.1,8,,,,0,0,0,1.0,1.0,1.0
10000,83,320,0.09098692700180233,8,0,0.0,0.0,0.1752531143423923,0.1808891306421566,0.1,8,,,,0,0,0,1.0,1.0,1.0
20000,83,561,0.06871832355038786,8,0,0.0,0.0,0.14849790884419126,0.14849790884419126,0.1,8,,,,0,0,0,1.0,1.0,1.0
50000,83,1441,0.04287676354019946,8,2,0.09396134061776422,0.0,0.08643708026263047,0.09396134061776422,0.0060386593822357865,93,,85,,0,1,0,1.0,0.8871452420701169,1.0
500,84,14,0.4350007129118968,4,0,0.0,0.0,0.8395833872219749,0.8588146369968064,0.1,4,,,,0,0,0,1.0,1.0,1.0
1000,84,31,0.2923298337811533,4,0,0.0,0.0,0.5983764611775546,0.5983764611775546,0.1,4,,,,0,0,0,1.0,1.0,1.0
2000,84,76,0.18670123485320275,4,0,0.0,0.0,0.40336560883422223,0.40336560883422223,0.1,4,,,,0,0,0,1.0,1.0,1.0
5000,84,154,0.13115764984235173,4,0,0.0,0.0,0.23404439957833917,0.23404439957833917,0.1,4,,,,0,0,0,1.0,1.0,1.0
10000,84,285,0.09641210310704186,4,0,0.0,0.0,0.16091168362995772,0.17511458910967329,0.1,4,,,,0,0,0,1.0,1.0,1.0
20000,84,630,0.06484607762212478,4,0,0.0,0.0,0.13263061744520827,0.13263061744520827,0.1,4,,,,0,0,0,1.0,1.0,1.0
50000,84,1526,0.04166551169169547,4,2,0.07706758793633768,0.0,0.07656869615124497,0.07706758793633768,0.022932412063662325,100,,91,99,0,1,1,1.0,0.9194985153414714,0.9930715935334873
500,85,10,0.5146997846583985,6,0,0.0,0.0,1.0,1.0,0.1,6,,,,0,0,0,1.0,1.0,1.0
1000,85,34,0.2791351498127753,6,0,0.0,0.0,0.5399178810515164,0.5399178810515164,0.1,6,,,,0,0,0,1.0,1.0,1.0
2000,85,71,0.19316338713798736,6,0,0.0,0.0,0.3472348843828354,0.3877696648786339,0.1,6,,,,0,0,0,1.0,1.0,1.0
5000,85,146,0.13470309012111864,6,0,0.0,0.0,0.267411151527845,0.267411151527845,0.1,6,,,,0,0,0,1.0,1.0,1.0
10000,85,309,0.09259227328500041,6,0,0.0,0.0,0.20836149858933625,0.20836149858933625,0.1,6,,,,0,0,0,1.0,1.0,1.0
20000,85,629,0.06489760411227476,6,0,0.0,0.0,0.1380725522274975,0.14688854585189312,0.1,6,,,,0,0,0,1.0,1.0,1.0
50000,85,1548,0.04136837945402825,6,2,0.07750176008715072,0.0,0.07129090821964718,0.07750176008715072,0.022498239912849285,89,,81,88,0,1,1,1.0,0.9363484087102177,0.9574539363484087
500,86,14,0.4350007129118968,5,0,0.0,0.0,0.9271738482403464,0.9271738482403464,0.1,5,,,,0,0,0,1.0,1.0,1.0
1000,86,31,0.2923298337811533,5,0,0.0,0.0,0.6693700643512358,0.6693700643512358,0.1,5,,,,0,0,0,1.0,1.0,1.0
2000,86,68,0.19737835730013628,5,0,0.0,0.0,0.4127353873915875,0.4127353873915875,0.1,5,,,,0,0,0,1.0,1.0,1.0
5000,86,139,0.1380532345261147,5,0,0.0,0.0,0.2400650639462952,0.2400650639462952,0.1,5,,,,0,0,0,1.0,1.0,1.0
10000,86,300,0.09397089413348543,5,0,0.0,0.0,0.2157671984030749,0.21630659347978515,0.1,5,,,,0,0,0,1.0,1.0,1.0
20000,86,605,0.06617231054676534,5,0,0.0,0.0,0.12993902522486458,0.13093200218279924,0.1,5,,,,0,0,0,1.0,1.0,1.0
50000,86,1485,0.04223677593356251,5,1,0.08554048202743139,0.0,0.08554048202743139,0.1074632993255683,0.014459517972568614,48,,45,,0,1,0,1.0,0.842495784148398,1.0
500,87,21,0.3551765947936871,7,0,0.0,0.0,0.7115751571958451,0.7513347503534964,0.1,7,,,,0,0,0,1.0,1.0,1.0
1000,87,30,0.2971620592243688,7,0,0.0,0.0,0.5169966740097076,0.5733751200564798,0.1,7,,,,0,0,0,1.0,1.0,1.0
2000,87,60,0.21012530718890962,7,0,0.0,0.0,0.41129291942537344,0.4145290912181046,0.1,7,,,,0,0,0,1.0,1.0,1.0
5000,87,137,0.13905727127853038,7,0,0.0,0.0,0.2749518620653865,0.2920798669479096,0.1,7,,,,0,0,0,1.0,1.0,1.0
10000,87,318,0.09127260094492558,7,0,0.0,0.0,0.17440884652091881,0.1822473050777847,0.1,7,,,,0,0,0,1.0,1.0,1.0
20000,87,576,0.06781765127994706,7,0,0.0,0.0,0.12380514817890817,0.12787531940805713,0.1,7,,,,0,0,0,1.0,1.0,1.0
50000,87,1489,0.04218000604777984,7,1,0.07944195296312367,0.0,0.07944195296312367,0.09023697117272958,0.02055804703687633,47,,44,,0,1,0,1.0,0.9389466621938947,1.0
500,88,16,0.4069059076796823,5,0,0.0,0.0,0.7013202706252,0.7231835760229803,0.1,5,,,,0,0,0,1.0,1.0,1.0
1000,88,34,0.2791351498127753,5,0,0.0,0.0,0.6063861428593137,0.6063861428593137,0.1,5,,,,0,0,0,1.0,1.0,1.0
2000,88,51,0.22791289543887963,5,0,0.0,0.0,0.4904215279552082,0.4904215279552082,0.1,5,,,,0,0,0,1.0,1.0,1.0
5000,88,169,0.12520181774759456,5,0,0.0,0.0,0.23275443932716217,0.23536623484512076,0.1,5,,,,0,0,0,1.0,1.0,1.0
10000,88,307,0.09289338716368743,5,0,0.0,0.0,0.1617322836649307,0.172847858023281,0.1,5,,,,0,0,0,1.0,1.0,1.0
20000,88,603,0.06628195819536642,5,0,0.0,0.0,0.1455507955061527,0.1455507955061527,0.1,5,,,,0,0,0,1.0,1.0,1.0
50000,88,1445,0.042817377412612864,5,1,0.07330559190572626,0.0,0.07330559190572626,0.08601243773535583,0.026694408094273744,41,,38,41,0,1,1,1.0,0.9088515959197104,0.9828891082592959
500,89,15,0.42025061437781924,3,0,0.0,0.0,0.7536304551738853,0.7567753192589641,0.1,3,,,,0,0,0,1.0,1.0,1.0
1000,89,30,0.2971620592243688,3,0,0.0,0.0,0.5134765924198847,0.5253507385110571,0.1,3,,,,0,0,0,1.0,1.0,1.0
2000,89,64,0.20345295383984116,3,0,0.0,0.0,0.3692828982327524,0.3692828982327524,0.1,3,,,,0,0,0,1.0,1.0,1.0
5000,89,142,0.1365871409222332,3,0,0.0,0.0,0.24265432947504803,0.24863682255692443,0.1,3,,,,0,0,0,1.0,1.0,1.0
10000,89,281,0.09709588545610674,3,0,0.0,0.0,0.2231983754519411,0.22773140663787989,0.1,3,,,,0,0,0,1.0,1.0,1.0
20000,89,604,0.06622706629510566,3,0,0.0,0.0,0.11712045878828464,0.12436244815165738,0.1,3,,,,0,0,0,1.0,1.0,1.0
50000,89,1436,0.042951344851635084,3,1,0.07717569442878697,0.0,0.07717569442878697,0.09093343058312425,0.02282430557121304,39,,36,,0,1,0,1.0,0.9314738292011019,1.0
500,90,15,0.42025061437781924,8,0,0.0,0.0,0.9374144193777203,0.9374144193777203,0.1,8,,,,0,0,0,1.0,1.0,1.0
1000,90,33,0.28333290641361875,8,0,0.0,0.0,0.5639560207997252,0.5747653559689794,0.1,8,,,,0,0,0,1.0,1.0,1.0
2000,90,56,0.2175003564559484,8,0,0.0,0.0,0.4299358365565702,0.4299358365565702,0.1,8,,,,0,0,0,1.0,1.0,1.0
5000,90,156,0.13031418353826152,8,0,0.0,0.0,0.27479465491405597,0.28019528603223004,0.1,8,,,,0,0,0,1.0,1.0,1.0
10000,90,294,0.09492493782278673,8,0,0.0,0.0,0.18900201253117133,0.18900201253117133,0.1,8,,,,0,0,0,1.0,1.0,1.0
20000,90,548,0.06952863563926519,8,0,0.0,0.0,0.12342771166682254,0.1284228469490344,0.1,8,,,,0,0,0,1.0,1.0,1.0
50000,90,1381,0.04379828923545099,8,2,0.0879432570146567,0.0,0.0879432570146567,0.0879432570146567,0.012056742985343302,97,,89,97,0,1,1,1.0,0.9460443561734525,0.9900695134061569
500,91,12,0.4698544706674272,3,0,0.0,0.0,0.8730804321948231,0.881067320404613,0.1,3,,,,0,0,0,1.0,1.0,1.0
1000,91,28,0.30759195392098476,3,0,0.0,0.0,0.614823251716893,0.6371438782370373,0.1,3,,,,0,0,0,1.0,1.0,1.0
2000,91,66,0.20034661945836324,3,0,0.0,0.0,0.3863266832179189,0.3863266832179189,0.1,3,,,,0,0,0,1.0,1.0,1.0
5000,91,151,0.13245413259021133,3,0,0.0,0.0,0.2510352350583512,0.2510352350583512,0.1,3,,,,0,0,0,1.0,1.0,1.0
10000,91,310,0.09244281027668767,3,0,0.0,0.0,0.18030326612572414,0.18030326612572414,0.1,3,,,,0,0,0,1.0,1.0,1.0
20000,91,594,0.06678220648612108,3,0,0.0,0.0,0.13369348429097413,0.13803621545695516,0.1,3,,,,0,0,0,1.0,1.0,1.0
50000,91,1482,0.042279504094143605,3,1,0.0825950324136741,0.0,0.0825950324136741,0.09496264743333045,0.017404967586325912,50,,46,,0,1,0,1.0,0.8427651643510674,1.0
500,92,11,0.49074698936454547,12,0,0.0,0.0,0.9122831049559659,0.9122831049559659,0.1,12,12,12,12,1,1,1,0.9913246579913246,0.9913246579913246,0.9913246579913246
1000,92,37,0.2675796766044279,12,0,0.0,0.0,0.4695492114897498,0.49147537659265006,0.1,12,12,12,12,1,1,1,0.9913246579913246,0.9913246579913246,0.9913246579913246
2000,92,64,0.20345295383984116,12,0,0.0,0.0,0.47689652114670744,0.47689652114670744,0.1,12,12,12,12,1,1,1,0.9913246579913246,0.9913246579913246,0.9913246579913246
5000,92,151,0.13245413259021133,12,0,0.0,0.0,0.27675300339546804,0.27675300339546804,0.1,12,12,12,12,1,1,1,0.9913246579913246,0.9913246579913246,0.9913246579913246
10000,92,303,0.0935045344601037,12,0,0.0,0.0,0.18651860431760575,0.18651860431760575,0.1,12,12,12,12,1,1,1,0.9913246579913246,0.9913246579913246,0.9913246579913246
20000,92,664,0.0631640468317196,12,0,0.0,0.0,0.15051598512364975,0.1717139231300711,0.1,12,12,12,12,1,1,1,0.9913246579913246,0.9913246579913246,0.9913246579913246
50000,92,1470,0.0424517227463384,12,1,0.08489074986586434,0.0,0.08489074986586434,0.0960717613405959,0.015109250134135666,45,12,42,,1,1,0,0.9913246579913246,0.9366032699366033,1.0
500,93,11,0.49074698936454547,8,0,0.0,0.0,0.9003486173226134,0.9003486173226134,0.1,8,,,,0,0,0,1.0,1.0,1.0
1000,93,28,0.30759195392098476,8,0,0.0,0.0,0.5458064178632447,0.5925946624933113,0.1,8,,,,0,0,0,1.0,1.0,1.0
2000,93,70,0.19453823286637434,8,0,0.0,0.0,0.39783528002672053,0.39783528002672053,0.1,8,,,,0,0,0,1.0,1.0,1.0
5000,93,147,0.13424413447640776,8,0,0.0,0.0,0.2480488063071978,0.2480488063071978,0.1,8,,,,0,0,0,1.0,1.0,1.0
10000,93,298,0.09428570538090363,8,0,0.0,0.0,0.17998692831776575,0.20405278280904598,0.1,8,,,,0,0,0,1.0,1.0,1.0
20000,93,634,0.06464119218858469,8,0,0.0,0.0,0.11231513758422779,0.11231513758422779,0.1,8,,,,0,0,0,1.0,1.0,1.0
50000,93,1453,0.042699341688635206,8,2,0.08628872454188126,0.0,0.07938099049505583,0.08628872454188126,0.013711275458118746,84,,77,84,0,1,1,1.0,0.9390122638382499,0.998342724560822
500,94,19,0.3734024697064055,4,0,0.0,0.0,0.8654323990958025,0.9202915512223917,0.1,4,,,,0,0,0,1.0,1.0,1.0
1000,94,27,0.31323631377828476,4,0,0.0,0.0,0.6562408455791908,0.713816014840752,0.1,4,,,,0,0,0,1.0,1.0,1.0
2000,94,54,0.22149152158650237,4,0,0.0,0.0,0.38315073488551443,0.38315073488551443,0.1,4,,,,0,0,0,1.0,1.0,1.0
5000,94,141,0.13707063673830402,4,0,0.0,0.0,0.2538598074679161,0.2538598074679161,0.1,4,,,,0,0,0,1.0,1.0,1.0
10000,94,281,0.09709588545610674,4,0,0.0,0.0,0.17639858146190848,0.18576837791454692,0.1,4,,,,0,0,0,1.0,1.0,1.0
20000,94,633,0.06469223143237425,4,0,0.0,0.0,0.1464388929393297,0.15564249104724864,0.1,4,,,,0,0,0,1.0,1.0,1.0
50000,94,1500,0.042025061437781924,4,2,0.08510397458671325,0.0,0.08272402308942196,0.08510397458671325,0.01489602541328676,91,,83,91,0,1,1,1.0,0.9444444444444444,0.9854497354497355
500,95,18,0.38363456883356084,5,0,0.0,0.0,0.6663122748308048,0.7441865955914397,0.1,5,,,,0,0,0,1.0,1.0,1.0
1000,95,35,0.275118607319722,5,0,0.0,0.0,0.46732216139986227,0.5223603172358913,0.1,5,,,,0,0,0,1.0,1.0,1.0
2000,95,58,0.21371745298786668,5,0,0.0,0.0,0.3800546678849552,0.3800546678849552,0.1,5,,,,0,0,0,1.0,1.0,1.0
5000,95,147,0.13424413447640776,5,0,0.0,0.0,0.2515379537465664,0.2515379537465664,0.1,5,,,,0,0,0,1.0,1.0,1.0
10000,95,293,0.09508678779167647,5,0,0.0,0.0,0.16140571352412153,0.18871712253734313,0.1,5,,,,0,0,0,1.0,1.0,1.0
20000,95,585,0.0672939550157738,5,0,0.0,0.0,0.1481911680143418,0.1481911680143418,0.1,5,,,,0,0,0,1.0,1.0,1.0
50000,95,1444,0.04283220080838761,5,1,0.07936899597323376,0.0,0.07936899597323376,0.09246662315518642,0.02063100402676625,52,,48,52,0,1,1,1.0,0.9068042566913899,0.9970977104159948
500,96,15,0.42025061437781924,12,0,0.0,0.0,0.902977995713492,0.902977995713492,0.1,12,12,12,12,1,1,1,0.9513406156901688,0.9513406156901688,0.9513406156901688
1000,96,31,0.2923298337811533,12,0,0.0,0.0,0.5543787755858124,0.5543787755858124,0.1,12,12,12,12,1,1,1,0.9513406156901688,0.9513406156901688,0.9513406156901688
2000,96,61,0.20839585138227815,12,0,0.0,0.0,0.44349934010161307,0.44349934010161307,0.1,12,12,12,12,1,1,1,0.9513406156901688,0.9513406156901688,0.9513406156901688
5000,96,141,0.13707063673830402,12,0,0.0,0.0,0.2772214662679736,0.2786280941892381,0.1,12,12,12,12,1,1,1,0.9513406156901688,0.9513406156901688,0.9513406156901688
10000,96,317,0.09141645068106224,12,0,0.0,0.0,0.21268727705194174,0.21268727705194174,0.1,12,12,12,12,1,1,1,0.9513406156901688,0.9513406156901688,0.9513406156901688
20000,96,599,0.06650289866872171,12,0,0.0,0.0,0.15727163031451208,0.16253193955855721,0.1,12,12,12,12,1,1,1,0.9513406156901688,0.9513406156901688,0.9513406156901688
50000,96,1497,0.04206714964205871,12,0,0.0,0.0,0.104900812866498,0.104900812866498,0.1,12,12,12,12,1,1,1,0.9513406156901688,0.9513406156901688,0.9513406156901688
500,97,20,0.3639477080072093,7,0,0.0,0.0,0.6932290451034512,0.6932290451034512,0.1,7,,,,0,0,0,1.0,1.0,1.0
1000,97,42,0.2511477786973627,7,0,0.0,0.0,0.5960450501243056,0.5960450501243056,0.1,7,,,,0,0,0,1.0,1.0,1.0
2000,97,62,0.20670840780978977,7,0,0.0,0.0,0.4549683658783046,0.4549683658783046,0.1,7,,,,0,0,0,1.0,1.0,1.0
5000,97,148,0.13378983830221394,7,0,0.0,0.0,0.2601721918004288,0.2601721918004288,0.1,7,,,,0,0,0,1.0,1.0,1.0
10000,97,279,0.0974432779270511,7,0,0.0,0.0,0.21808907959869855,0.2311058094930631,0.1,7,,,,0,0,0,1.0,1.0,1.0
20000,97,604,0.06622706629510566,7,0,0.0,0.0,0.11970144353873233,0.11970144353873233,0.1,7,,,,0,0,0,1.0,1.0,1.0
50000,97,1533,0.041570276111868344,7,2,0.09068096500317119,0.0,0.09068096500317119,0.09068096500317119,0.009319034996828818,92,,84,,0,1,0,1.0,0.8617527173913043,1.0
500,98,20,0.3639477080072093,3,0,0.0,0.0,0.7567231946127371,0.7567231946127371,0.1,3,,,,0,0,0,1.0,1.0,1.0
1000,98,36,0.27127060511978823,3,0,0.0,0.0,0.5392841319099159,0.5392841319099159,0.1,3,,,,0,0,0,1.0,1.0,1.0
2000,98,67,0.19884587458609926,3,0,0.0,0.0,0.4422664797804512,0.4422664797804512,0.1,3,,,,0,0,0,1.0,1.0,1.0
5000,98,129,0.14330427008233076,3,0,0.0,0.0,0.29973082194804834,0.29973082194804834,0.1,3,,,,0,0,0,1.0,1.0,1.0
10000,98,298,0.09428570538090363,3,0,0.0,0.0,0.18178346798625888,0.18178346798625888,0.1,3,,,,0,0,0,1.0,1.0,1.0
20000,98,611,0.06584660400537712,3,0,0.0,0.0,0.1748179776939262,0.1748179776939262,0.1,3,,,,0,0,0,1.0,1.0,1.0
50000,98,1548,0.04136837945402825,3,1,0.09434889173805641,0.0,0.09434889173805641,0.11273338153166347,0.005651108261943594,48,,45,,0,1,0,1.0,0.93003300330033,1.0
500,99,14,0.4350007129118968,7,0,0.0,0.0,0.7673681184438177,0.7673681184438177,0.1,7,,,,0,0,0,1.0,1.0,1.0
1000,99,32,0.2877259266251706,7,0,0.0,0.0,0.6273589324576311,0.6273589324576311,0.1,7,,,,0,0,0,1.0,1.0,1.0
2000,99,67,0.19884587458609926,7,0,0.0,0.0,0.394943921490863,0.394943921490863,0.1,7,,,,0,0,0,1.0,1.0,1.0
5000,99,158,0.12948678353148335,7,0,0.0,0.0,0.28716464780248374,0.3149524069145034,0.1,7,,,,0,0,0,1.0,1.0,1.0
10000,99,275,0.09814939787290909,7,0,0.0,0.0,0.17600888194178885,0.17600888194178885,0.1,7,,,,0,0,0,1.0,1.0,1.0
20000,99,582,0.06746717011573962,7,0,0.0,0.0,0.11313196744852026,0.13665909915908767,0.1,7,,,,0,0,0,1.0,1.0,1.0
50000,99,1548,0.04136837945402825,7,1,0.07508877384515004,0.0,0.07508877384515004,0.09249906073891834,0.02491122615484996,51,,47,51,0,1,1,1.0,0.880967952910399,0.9421190320470896
